,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item,hg/ha_yield
6102,2012,537.0,73508.9,7.09,Canada,Wheat,28645
6103,2012,537.0,73508.9,6.59,Canada,Wheat,28645
6104,2012,537.0,73508.9,8.66,Canada,Wheat,28645
6105,2012,537.0,73508.9,7.85,Canada,Wheat,28645
6106,2013,537.0,81659.8,9.19,Canada,Maize,95878
6107,2013,537.0,81659.8,10.11,Canada,Maize,95878
6108,2013,537.0,81659.8,7.86,Canada,Maize,95878
6109,2013,537.0,81659.8,7.08,Canada,Maize,95878
6110,2013,537.0,81659.8,8.46,Canada,Maize,95878
6111,2013,537.0,81659.8,9.85,Canada,Maize,95878
6112,2013,537.0,81659.8,9.19,Canada,Potatoes,132270
6113,2013,537.0,81659.8,10.11,Canada,Potatoes,132270
6114,2013,537.0,81659.8,7.86,Canada,Potatoes,132270
6115,2013,537.0,81659.8,7.08,Canada,Potatoes,132270
6116,2013,537.0,81659.8,8.46,Canada,Potatoes,132270
6117,2013,537.0,81659.8,9.85,Canada,Potatoes,132270
6118,2013,537.0,81659.8,9.19,Canada,Soybeans,28810
6119,2013,537.0,81659.8,10.11,Canada,Soybeans,28810
6120,2013,537.0,81659.8,7.86,Canada,Soybeans,28810
6121,2013,537.0,81659.8,7.08,Canada,Soybeans,28810
6122,2013,537.0,81659.8,8.46,Canada,Soybeans,28810
6123,2013,537.0,81659.8,9.85,Canada,Soybeans,28810
6124,2013,537.0,81659.8,9.19,Canada,Wheat,35943
6125,2013,537.0,81659.8,10.11,Canada,Wheat,35943
6126,2013,537.0,81659.8,7.86,Canada,Wheat,35943
6127,2013,537.0,81659.8,7.08,Canada,Wheat,35943
6128,2013,537.0,81659.8,8.46,Canada,Wheat,35943
6129,2013,537.0,81659.8,9.85,Canada,Wheat,35943
6130,1990,1342.0,0.04,25.42,Central African Republic,Cassava,28432
6131,1990,1342.0,0.04,25.42,Central African Republic,Maize,7324
6132,1990,1342.0,0.04,25.42,Central African Republic,Plantains and others,26154
6133,1990,1342.0,0.04,25.42,Central African Republic,Potatoes,24509
6134,1990,1342.0,0.04,25.42,Central African Republic,"Rice, paddy",16729
6135,1990,1342.0,0.04,25.42,Central African Republic,Sorghum,7772
6136,1990,1342.0,0.04,25.42,Central African Republic,Yams,65714
6137,1991,1342.0,0.04,25.45,Central African Republic,Cassava,33604
6138,1991,1342.0,0.04,25.45,Central African Republic,Maize,8149
6139,1991,1342.0,0.04,25.45,Central African Republic,Plantains and others,26576
6140,1991,1342.0,0.04,25.45,Central African Republic,Potatoes,25714
6141,1991,1342.0,0.04,25.45,Central African Republic,"Rice, paddy",13375
6142,1991,1342.0,0.04,25.45,Central African Republic,Sorghum,10088
6143,1991,1342.0,0.04,25.45,Central African Republic,Yams,66582
6144,1992,1342.0,0.04,24.81,Central African Republic,Cassava,34473
6145,1992,1342.0,0.04,24.81,Central African Republic,Maize,9038
6146,1992,1342.0,0.04,24.81,Central African Republic,Plantains and others,26667
6147,1992,1342.0,0.04,24.81,Central African Republic,Potatoes,25813
6148,1992,1342.0,0.04,24.81,Central African Republic,"Rice, paddy",14516
6149,1992,1342.0,0.04,24.81,Central African Republic,Sorghum,12618
6150,1992,1342.0,0.04,24.81,Central African Republic,Yams,68421
6151,1993,1342.0,0.25,25.14,Central African Republic,Cassava,34472
6152,1993,1342.0,0.25,25.14,Central African Republic,Maize,9038
6153,1993,1342.0,0.25,25.14,Central African Republic,Plantains and others,26987
6154,1993,1342.0,0.25,25.14,Central African Republic,Potatoes,25833
6155,1993,1342.0,0.25,25.14,Central African Republic,"Rice, paddy",14514
6156,1993,1342.0,0.25,25.14,Central African Republic,Sorghum,11576
6157,1993,1342.0,0.25,25.14,Central African Republic,Yams,67058
6158,1994,1342.0,2.16,25.39,Central African Republic,Cassava,30988
6159,1994,1342.0,2.16,25.39,Central African Republic,Maize,8500
6160,1994,1342.0,2.16,25.39,Central African Republic,Plantains and others,27143
6161,1994,1342.0,2.16,25.39,Central African Republic,Potatoes,25785
6162,1994,1342.0,2.16,25.39,Central African Republic,"Rice, paddy",13201
6163,1994,1342.0,2.16,25.39,Central African Republic,Sorghum,8020
6164,1994,1342.0,2.16,25.39,Central African Republic,Yams,66667
6165,1995,1342.0,22.87,25.5,Central African Republic,Cassava,28918
6166,1995,1342.0,22.87,25.5,Central African Republic,Maize,8500
6167,1995,1342.0,22.87,25.5,Central African Republic,Plantains and others,27448
6168,1995,1342.0,22.87,25.5,Central African Republic,Potatoes,25725
6169,1995,1342.0,22.87,25.5,Central African Republic,"Rice, paddy",15214
6170,1995,1342.0,22.87,25.5,Central African Republic,Sorghum,7343
6171,1995,1342.0,22.87,25.5,Central African Republic,Yams,66667
6172,1996,1342.0,22.87,25.32,Central African Republic,Cassava,29228
6173,1996,1342.0,22.87,25.32,Central African Republic,Maize,8500
6174,1996,1342.0,22.87,25.32,Central African Republic,Plantains and others,27693
6175,1996,1342.0,22.87,25.32,Central African Republic,Potatoes,25676
6176,1996,1342.0,22.87,25.32,Central African Republic,"Rice, paddy",13200
6177,1996,1342.0,22.87,25.32,Central African Republic,Sorghum,7835
6178,1996,1342.0,22.87,25.32,Central African Republic,Yams,66038
6179,1997,1342.0,22.87,25.69,Central African Republic,Cassava,30458
6180,1997,1342.0,22.87,25.69,Central African Republic,Maize,9178
6181,1997,1342.0,22.87,25.69,Central African Republic,Plantains and others,27931
6182,1997,1342.0,22.87,25.69,Central African Republic,Potatoes,25549
6183,1997,1342.0,22.87,25.69,Central African Republic,"Rice, paddy",14167
6184,1997,1342.0,22.87,25.69,Central African Republic,Sorghum,8424
6185,1997,1342.0,22.87,25.69,Central African Republic,Yams,66667
6186,1998,1342.0,22.87,25.96,Central African Republic,Cassava,30380
6187,1998,1342.0,22.87,25.96,Central African Republic,Maize,9799
6188,1998,1342.0,22.87,25.96,Central African Republic,Plantains and others,28276
6189,1998,1342.0,22.87,25.96,Central African Republic,Potatoes,25526
6190,1998,1342.0,22.87,25.96,Central African Republic,"Rice, paddy",14231
6191,1998,1342.0,22.87,25.96,Central African Republic,Sorghum,8452
6192,1998,1342.0,22.87,25.96,Central African Republic,Yams,67151
6193,1999,1342.0,22.87,25.05,Central African Republic,Cassava,29421
6194,1999,1342.0,22.87,25.05,Central African Republic,Maize,10556
6195,1999,1342.0,22.87,25.05,Central African Republic,Plantains and others,28381
6196,1999,1342.0,22.87,25.05,Central African Republic,Potatoes,25434
6197,1999,1342.0,22.87,25.05,Central African Republic,"Rice, paddy",15000
6198,1999,1342.0,22.87,25.05,Central African Republic,Sorghum,7660
6199,1999,1342.0,22.87,25.05,Central African Republic,Yams,67925
6200,2000,1342.0,22.87,25.4,Central African Republic,Cassava,29839
6201,2000,1342.0,22.87,25.4,Central African Republic,Maize,10600
6202,2000,1342.0,22.87,25.4,Central African Republic,Plantains and others,28575
6203,2000,1342.0,22.87,25.4,Central African Republic,Potatoes,25641
6204,2000,1342.0,22.87,25.4,Central African Republic,"Rice, paddy",14903
6205,2000,1342.0,22.87,25.4,Central African Republic,Sorghum,6967
6206,2000,1342.0,22.87,25.4,Central African Republic,Yams,67857
6207,2001,1342.0,22.87,25.28,Central African Republic,Cassava,30383
6208,2001,1342.0,22.87,25.28,Central African Republic,Maize,10700
6209,2001,1342.0,22.87,25.28,Central African Republic,Plantains and others,28770
6210,2001,1342.0,22.87,25.28,Central African Republic,Potatoes,24792
6211,2001,1342.0,22.87,25.28,Central African Republic,"Rice, paddy",14882
6212,2001,1342.0,22.87,25.28,Central African Republic,Sorghum,8048
6213,2001,1342.0,22.87,25.28,Central African Republic,Yams,67585
6214,2002,1342.0,22.87,25.44,Central African Republic,Cassava,30614
6215,2002,1342.0,22.87,25.44,Central African Republic,Maize,9826
6216,2002,1342.0,22.87,25.44,Central African Republic,Plantains and others,29286
6217,2002,1342.0,22.87,25.44,Central African Republic,Potatoes,24109
6218,2002,1342.0,22.87,25.44,Central African Republic,"Rice, paddy",14891
6219,2002,1342.0,22.87,25.44,Central African Republic,Sorghum,10322
6220,2002,1342.0,22.87,25.44,Central African Republic,Yams,67308
6221,2004,1342.0,22.87,25.67,Central African Republic,Cassava,29768
6222,2004,1342.0,22.87,25.67,Central African Republic,Maize,9615
6223,2004,1342.0,22.87,25.67,Central African Republic,Plantains and others,29096
6224,2004,1342.0,22.87,25.67,Central African Republic,Potatoes,20308
6225,2004,1342.0,22.87,25.67,Central African Republic,"Rice, paddy",19938
6226,2004,1342.0,22.87,25.67,Central African Republic,Sorghum,8288
6227,2004,1342.0,22.87,25.67,Central African Republic,Yams,67308
6228,2005,1342.0,22.87,25.92,Central African Republic,Cassava,29771
6229,2005,1342.0,22.87,25.92,Central African Republic,Maize,9034
6230,2005,1342.0,22.87,25.92,Central African Republic,Plantains and others,28929
6231,2005,1342.0,22.87,25.92,Central African Republic,Potatoes,18862
6232,2005,1342.0,22.87,25.92,Central African Republic,"Rice, paddy",20087
6233,2005,1342.0,22.87,25.92,Central African Republic,Sorghum,8998
6234,2005,1342.0,22.87,25.92,Central African Republic,Yams,68693
6235,2006,1342.0,22.87,25.85,Central African Republic,Cassava,29789
6236,2006,1342.0,22.87,25.85,Central African Republic,Maize,9010
6237,2006,1342.0,22.87,25.85,Central African Republic,Plantains and others,28962
6238,2006,1342.0,22.87,25.85,Central African Republic,Potatoes,15360
6239,2006,1342.0,22.87,25.85,Central African Republic,"Rice, paddy",16000
6240,2006,1342.0,22.87,25.85,Central African Republic,Sorghum,9517
6241,2006,1342.0,22.87,25.85,Central African Republic,Yams,68519
6242,2007,1342.0,22.87,25.88,Central African Republic,Cassava,30000
6243,2007,1342.0,22.87,25.88,Central African Republic,Maize,8500
6244,2007,1342.0,22.87,25.88,Central African Republic,Plantains and others,29078
6245,2007,1342.0,22.87,25.88,Central African Republic,Potatoes,14295
6246,2007,1342.0,22.87,25.88,Central African Republic,"Rice, paddy",15000
6247,2007,1342.0,22.87,25.88,Central African Republic,Sorghum,10000
6248,2007,1342.0,22.87,25.88,Central African Republic,Yams,71650
6249,2008,1342.0,22.87,25.76,Central African Republic,Cassava,30000
6250,2008,1342.0,22.87,25.76,Central African Republic,Maize,8500
6251,2008,1342.0,22.87,25.76,Central African Republic,Plantains and others,29052
6252,2008,1342.0,22.87,25.76,Central African Republic,Potatoes,13425
6253,2008,1342.0,22.87,25.76,Central African Republic,"Rice, paddy",15000
6254,2008,1342.0,22.87,25.76,Central African Republic,Sorghum,10000
6255,2008,1342.0,22.87,25.76,Central African Republic,Yams,73831
6256,2009,1342.0,22.87,26.17,Central African Republic,Cassava,30000
6257,2009,1342.0,22.87,26.17,Central African Republic,Maize,8500
6258,2009,1342.0,22.87,26.17,Central African Republic,Plantains and others,29310
6259,2009,1342.0,22.87,26.17,Central African Republic,Potatoes,12657
6260,2009,1342.0,22.87,26.17,Central African Republic,"Rice, paddy",15000
6261,2009,1342.0,22.87,26.17,Central African Republic,Sorghum,10000
6262,2009,1342.0,22.87,26.17,Central African Republic,Yams,75844
6263,2010,1342.0,22.87,26.06,Central African Republic,Cassava,28175
6264,2010,1342.0,22.87,26.06,Central African Republic,Maize,16148
6265,2010,1342.0,22.87,26.06,Central African Republic,Plantains and others,29333
6266,2010,1342.0,22.87,26.06,Central African Republic,Potatoes,11650
6267,2010,1342.0,22.87,26.06,Central African Republic,"Rice, paddy",23353
6268,2010,1342.0,22.87,26.06,Central African Republic,Sorghum,9269
6269,2010,1342.0,22.87,26.06,Central African Republic,Yams,79091
6270,2011,1342.0,22.87,25.23,Central African Republic,Cassava,28132
6271,2011,1342.0,22.87,25.23,Central African Republic,Maize,16804
6272,2011,1342.0,22.87,25.23,Central African Republic,Plantains and others,28475
6273,2011,1342.0,22.87,25.23,Central African Republic,Potatoes,11574
6274,2011,1342.0,22.87,25.23,Central African Republic,"Rice, paddy",16000
6275,2011,1342.0,22.87,25.23,Central African Republic,Sorghum,11707
6276,2011,1342.0,22.87,25.23,Central African Republic,Yams,78326
6277,2012,1342.0,22.87,25.28,Central African Republic,Cassava,28132
6278,2012,1342.0,22.87,25.28,Central African Republic,Maize,17505
6279,2012,1342.0,22.87,25.28,Central African Republic,Plantains and others,28333
6280,2012,1342.0,22.87,25.28,Central African Republic,Potatoes,11818
6281,2012,1342.0,22.87,25.28,Central African Republic,"Rice, paddy",30000
6282,2012,1342.0,22.87,25.28,Central African Republic,Sorghum,11707
6283,2012,1342.0,22.87,25.28,Central African Republic,Yams,79310
6284,2013,1342.0,22.87,25.69,Central African Republic,Cassava,28375
6285,2013,1342.0,22.87,25.69,Central African Republic,Maize,12446
6286,2013,1342.0,22.87,25.69,Central African Republic,Plantains and others,28626
6287,2013,1342.0,22.87,25.69,Central African Republic,Potatoes,11818
6288,2013,1342.0,22.87,25.69,Central African Republic,"Rice, paddy",18665
6289,2013,1342.0,22.87,25.69,Central African Republic,Sorghum,10529
6290,2013,1342.0,22.87,25.69,Central African Republic,Yams,78333
6291,1990,1522.0,15373.0,12.88,Chile,Maize,81395
6292,1990,1522.0,15373.0,6.11,Chile,Maize,81395
6293,1990,1522.0,15373.0,12.88,Chile,Potatoes,150300
6294,1990,1522.0,15373.0,6.11,Chile,Potatoes,150300
6295,1990,1522.0,15373.0,12.88,Chile,"Rice, paddy",41734
6296,1990,1522.0,15373.0,6.11,Chile,"Rice, paddy",41734
6297,1990,1522.0,15373.0,12.88,Chile,Sweet potatoes,74784
6298,1990,1522.0,15373.0,6.11,Chile,Sweet potatoes,74784
6299,1990,1522.0,15373.0,12.88,Chile,Wheat,29481
6300,1990,1522.0,15373.0,6.11,Chile,Wheat,29481
6301,1991,1522.0,15373.0,13.0,Chile,Maize,83916
6302,1991,1522.0,15373.0,6.37,Chile,Maize,83916
6303,1991,1522.0,15373.0,13.0,Chile,Potatoes,142245
6304,1991,1522.0,15373.0,6.37,Chile,Potatoes,142245
6305,1991,1522.0,15373.0,13.0,Chile,"Rice, paddy",39366
6306,1991,1522.0,15373.0,6.37,Chile,"Rice, paddy",39366
6307,1991,1522.0,15373.0,13.0,Chile,Sweet potatoes,58268
6308,1991,1522.0,15373.0,6.37,Chile,Sweet potatoes,58268
6309,1991,1522.0,15373.0,13.0,Chile,Wheat,34057
6310,1991,1522.0,15373.0,6.37,Chile,Wheat,34057
6311,1992,1522.0,15373.0,12.93,Chile,Maize,84884
6312,1992,1522.0,15373.0,5.97,Chile,Maize,84884
6313,1992,1522.0,15373.0,12.93,Chile,Potatoes,164033
6314,1992,1522.0,15373.0,5.97,Chile,Potatoes,164033
6315,1992,1522.0,15373.0,12.93,Chile,"Rice, paddy",42044
6316,1992,1522.0,15373.0,5.97,Chile,"Rice, paddy",42044
6317,1992,1522.0,15373.0,12.93,Chile,Sweet potatoes,59400
6318,1992,1522.0,15373.0,5.97,Chile,Sweet potatoes,59400
6319,1992,1522.0,15373.0,12.93,Chile,Wheat,33787
6320,1992,1522.0,15373.0,5.97,Chile,Wheat,33787
6321,1993,1522.0,15373.0,13.26,Chile,Maize,84890
6322,1993,1522.0,15373.0,6.16,Chile,Maize,84890
6323,1993,1522.0,15373.0,13.26,Chile,Potatoes,145947
6324,1993,1522.0,15373.0,6.16,Chile,Potatoes,145947
6325,1993,1522.0,15373.0,13.26,Chile,"Rice, paddy",44921
6326,1993,1522.0,15373.0,6.16,Chile,"Rice, paddy",44921
6327,1993,1522.0,15373.0,13.26,Chile,Sweet potatoes,60532
6328,1993,1522.0,15373.0,6.16,Chile,Sweet potatoes,60532
6329,1993,1522.0,15373.0,13.26,Chile,Wheat,33500
6330,1993,1522.0,15373.0,6.16,Chile,Wheat,33500
6331,1994,1522.0,15373.0,13.42,Chile,Maize,89381
6332,1994,1522.0,15373.0,6.7,Chile,Maize,89381
6333,1994,1522.0,15373.0,13.42,Chile,Potatoes,153807
6334,1994,1522.0,15373.0,6.7,Chile,Potatoes,153807
6335,1994,1522.0,15373.0,13.42,Chile,"Rice, paddy",43834
6336,1994,1522.0,15373.0,6.7,Chile,"Rice, paddy",43834
6337,1994,1522.0,15373.0,13.42,Chile,Sweet potatoes,61664
6338,1994,1522.0,15373.0,6.7,Chile,Sweet potatoes,61664
6339,1994,1522.0,15373.0,13.42,Chile,Wheat,35157
6340,1994,1522.0,15373.0,6.7,Chile,Wheat,35157
6341,1995,1522.0,15373.0,13.02,Chile,Maize,91000
6342,1995,1522.0,15373.0,6.4,Chile,Maize,91000
6343,1995,1522.0,15373.0,13.02,Chile,Potatoes,152200
6344,1995,1522.0,15373.0,6.4,Chile,Potatoes,152200
6345,1995,1522.0,15373.0,13.02,Chile,"Rice, paddy",43000
6346,1995,1522.0,15373.0,6.4,Chile,"Rice, paddy",43000
6347,1995,1522.0,15373.0,13.02,Chile,Sweet potatoes,62796
6348,1995,1522.0,15373.0,6.4,Chile,Sweet potatoes,62796
6349,1995,1522.0,15373.0,13.02,Chile,Wheat,35500
6350,1995,1522.0,15373.0,6.4,Chile,Wheat,35500
6351,1996,1522.0,15373.0,13.16,Chile,Maize,94453
6352,1996,1522.0,15373.0,6.26,Chile,Maize,94453
6353,1996,1522.0,15373.0,13.16,Chile,Potatoes,138900
6354,1996,1522.0,15373.0,6.26,Chile,Potatoes,138900
6355,1996,1522.0,15373.0,13.16,Chile,"Rice, paddy",47704
6356,1996,1522.0,15373.0,6.26,Chile,"Rice, paddy",47704
6357,1996,1522.0,15373.0,13.16,Chile,Sweet potatoes,63928
6358,1996,1522.0,15373.0,6.26,Chile,Sweet potatoes,63928
6359,1996,1522.0,15373.0,13.16,Chile,Wheat,33278
6360,1996,1522.0,15373.0,6.26,Chile,Wheat,33278
6361,1997,1522.0,15373.0,13.66,Chile,Maize,82417
6362,1997,1522.0,15373.0,6.8,Chile,Maize,82417
6363,1997,1522.0,15373.0,13.66,Chile,Potatoes,164412
6364,1997,1522.0,15373.0,6.8,Chile,Potatoes,164412
6365,1997,1522.0,15373.0,13.66,Chile,"Rice, paddy",36336
6366,1997,1522.0,15373.0,6.8,Chile,"Rice, paddy",36336
6367,1997,1522.0,15373.0,13.66,Chile,Sweet potatoes,65060
6368,1997,1522.0,15373.0,6.8,Chile,Sweet potatoes,65060
6369,1997,1522.0,15373.0,13.66,Chile,Wheat,40174
6370,1997,1522.0,15373.0,6.8,Chile,Wheat,40174
6371,1998,1522.0,15373.0,13.19,Chile,Maize,94006
6372,1998,1522.0,15373.0,6.28,Chile,Maize,94006
6373,1998,1522.0,15373.0,13.19,Chile,Potatoes,140485
6374,1998,1522.0,15373.0,6.28,Chile,Potatoes,140485
6375,1998,1522.0,15373.0,13.19,Chile,"Rice, paddy",39089
6376,1998,1522.0,15373.0,6.28,Chile,"Rice, paddy",39089
6377,1998,1522.0,15373.0,13.19,Chile,Sweet potatoes,65968
6378,1998,1522.0,15373.0,6.28,Chile,Sweet potatoes,65968
6379,1998,1522.0,15373.0,13.19,Chile,Wheat,43846
6380,1998,1522.0,15373.0,6.28,Chile,Wheat,43846
6381,1999,1522.0,15373.0,13.24,Chile,Maize,85153
6382,1999,1522.0,15373.0,5.93,Chile,Maize,85153
6383,1999,1522.0,15373.0,13.24,Chile,Potatoes,164507
6384,1999,1522.0,15373.0,5.93,Chile,Potatoes,164507
6385,1999,1522.0,15373.0,13.24,Chile,"Rice, paddy",41508
6386,1999,1522.0,15373.0,5.93,Chile,"Rice, paddy",41508
6387,1999,1522.0,15373.0,13.24,Chile,Sweet potatoes,68514
6388,1999,1522.0,15373.0,5.93,Chile,Sweet potatoes,68514
6389,1999,1522.0,15373.0,13.24,Chile,Wheat,35342
6390,1999,1522.0,15373.0,5.93,Chile,Wheat,35342
6391,2000,1522.0,14264.54,12.99,Chile,Maize,94120
6392,2000,1522.0,14264.54,5.95,Chile,Maize,94120
6393,2000,1522.0,14264.54,12.99,Chile,Potatoes,164821
6394,2000,1522.0,14264.54,5.95,Chile,Potatoes,164821
6395,2000,1522.0,14264.54,12.99,Chile,"Rice, paddy",52414
6396,2000,1522.0,14264.54,5.95,Chile,"Rice, paddy",52414
6397,2000,1522.0,14264.54,12.99,Chile,Sweet potatoes,70002
6398,2000,1522.0,14264.54,5.95,Chile,Sweet potatoes,70002
6399,2000,1522.0,14264.54,12.99,Chile,Wheat,38120
6400,2000,1522.0,14264.54,5.95,Chile,Wheat,38120
6401,2001,1522.0,13156.09,13.16,Chile,Maize,94306
6402,2001,1522.0,13156.09,6.41,Chile,Maize,94306
6403,2001,1522.0,13156.09,13.16,Chile,Potatoes,191735
6404,2001,1522.0,13156.09,6.41,Chile,Potatoes,191735
6405,2001,1522.0,13156.09,13.16,Chile,"Rice, paddy",50179
6406,2001,1522.0,13156.09,6.41,Chile,"Rice, paddy",50179
6407,2001,1522.0,13156.09,13.16,Chile,Sweet potatoes,69997
6408,2001,1522.0,13156.09,6.41,Chile,Sweet potatoes,69997
6409,2001,1522.0,13156.09,13.16,Chile,Wheat,42999
6410,2001,1522.0,13156.09,6.41,Chile,Wheat,42999
6411,2002,1522.0,12047.63,12.95,Chile,Maize,105902
6412,2002,1522.0,12047.63,6.25,Chile,Maize,105902
6413,2002,1522.0,12047.63,12.95,Chile,Potatoes,212397
6414,2002,1522.0,12047.63,6.25,Chile,Potatoes,212397
6415,2002,1522.0,12047.63,12.95,Chile,"Rice, paddy",50724
6416,2002,1522.0,12047.63,6.25,Chile,"Rice, paddy",50724
6417,2002,1522.0,12047.63,12.95,Chile,Sweet potatoes,70000
6418,2002,1522.0,12047.63,6.25,Chile,Sweet potatoes,70000
6419,2002,1522.0,12047.63,12.95,Chile,Wheat,42722
6420,2002,1522.0,12047.63,6.25,Chile,Wheat,42722
6421,2004,1522.0,9830.72,13.44,Chile,Maize,110678
6422,2004,1522.0,9830.72,6.32,Chile,Maize,110678
6423,2004,1522.0,9830.72,13.44,Chile,Potatoes,192104
6424,2004,1522.0,9830.72,6.32,Chile,Potatoes,192104
6425,2004,1522.0,9830.72,13.44,Chile,"Rice, paddy",47898
6426,2004,1522.0,9830.72,6.32,Chile,"Rice, paddy",47898
6427,2004,1522.0,9830.72,13.44,Chile,Sweet potatoes,72917
6428,2004,1522.0,9830.72,6.32,Chile,Sweet potatoes,72917
6429,2004,1522.0,9830.72,13.44,Chile,Wheat,45710
6430,2004,1522.0,9830.72,6.32,Chile,Wheat,45710
6431,2005,1522.0,9830.72,13.06,Chile,Maize,112285
6432,2005,1522.0,9830.72,6.22,Chile,Maize,112285
6433,2005,1522.0,9830.72,13.06,Chile,Potatoes,200600
6434,2005,1522.0,9830.72,6.22,Chile,Potatoes,200600
6435,2005,1522.0,9830.72,13.06,Chile,"Rice, paddy",46677
6436,2005,1522.0,9830.72,6.22,Chile,"Rice, paddy",46677
6437,2005,1522.0,9830.72,13.06,Chile,Sweet potatoes,73171
6438,2005,1522.0,9830.72,6.22,Chile,Sweet potatoes,73171
6439,2005,1522.0,9830.72,13.06,Chile,Wheat,44130
6440,2005,1522.0,9830.72,6.22,Chile,Wheat,44130
6441,2006,1522.0,9830.72,13.19,Chile,Maize,111840
6442,2006,1522.0,9830.72,6.84,Chile,Maize,111840
6443,2006,1522.0,9830.72,13.19,Chile,Potatoes,220155
6444,2006,1522.0,9830.72,6.84,Chile,Potatoes,220155
6445,2006,1522.0,9830.72,13.19,Chile,"Rice, paddy",57296
6446,2006,1522.0,9830.72,6.84,Chile,"Rice, paddy",57296
6447,2006,1522.0,9830.72,13.19,Chile,Sweet potatoes,74400
6448,2006,1522.0,9830.72,6.84,Chile,Sweet potatoes,74400
6449,2006,1522.0,9830.72,13.19,Chile,Wheat,44601
6450,2006,1522.0,9830.72,6.84,Chile,Wheat,44601
6451,2007,1522.0,9830.72,12.31,Chile,Maize,89302
6452,2007,1522.0,9830.72,5.51,Chile,Maize,89302
6453,2007,1522.0,9830.72,12.31,Chile,Potatoes,152389
6454,2007,1522.0,9830.72,5.51,Chile,Potatoes,152389
6455,2007,1522.0,9830.72,12.31,Chile,"Rice, paddy",50663
6456,2007,1522.0,9830.72,5.51,Chile,"Rice, paddy",50663
6457,2007,1522.0,9830.72,12.31,Chile,Sweet potatoes,73077
6458,2007,1522.0,9830.72,5.51,Chile,Sweet potatoes,73077
6459,2007,1522.0,9830.72,12.31,Chile,Wheat,47859
6460,2007,1522.0,9830.72,5.51,Chile,Wheat,47859
6461,2008,1522.0,9830.72,13.69,Chile,Maize,101411
6462,2008,1522.0,9830.72,6.57,Chile,Maize,101411
6463,2008,1522.0,9830.72,13.69,Chile,Potatoes,172591
6464,2008,1522.0,9830.72,6.57,Chile,Potatoes,172591
6465,2008,1522.0,9830.72,13.69,Chile,"Rice, paddy",57920
6466,2008,1522.0,9830.72,6.57,Chile,"Rice, paddy",57920
6467,2008,1522.0,9830.72,13.69,Chile,Sweet potatoes,78022
6468,2008,1522.0,9830.72,6.57,Chile,Sweet potatoes,78022
6469,2008,1522.0,9830.72,13.69,Chile,Wheat,45748
6470,2008,1522.0,9830.72,6.57,Chile,Wheat,45748
6471,2009,1522.0,9830.72,13.04,Chile,Maize,104956
6472,2009,1522.0,9830.72,6.7,Chile,Maize,104956
6473,2009,1522.0,9830.72,13.04,Chile,Potatoes,205101
6474,2009,1522.0,9830.72,6.7,Chile,Potatoes,205101
6475,2009,1522.0,9830.72,13.04,Chile,"Rice, paddy",53763
6476,2009,1522.0,9830.72,6.7,Chile,"Rice, paddy",53763
6477,2009,1522.0,9830.72,13.04,Chile,Sweet potatoes,86799
6478,2009,1522.0,9830.72,6.7,Chile,Sweet potatoes,86799
6479,2009,1522.0,9830.72,13.04,Chile,Wheat,40809
6480,2009,1522.0,9830.72,6.7,Chile,Wheat,40809
6481,2010,1522.0,9830.72,12.69,Chile,Maize,110808
6482,2010,1522.0,9830.72,6.13,Chile,Maize,110808
6483,2010,1522.0,9830.72,12.69,Chile,Potatoes,212986
6484,2010,1522.0,9830.72,6.13,Chile,Potatoes,212986
6485,2010,1522.0,9830.72,12.69,Chile,"Rice, paddy",38599
6486,2010,1522.0,9830.72,6.13,Chile,"Rice, paddy",38599
6487,2010,1522.0,9830.72,12.69,Chile,Sweet potatoes,92862
6488,2010,1522.0,9830.72,6.13,Chile,Sweet potatoes,92862
6489,2010,1522.0,9830.72,12.69,Chile,Wheat,57658
6490,2010,1522.0,9830.72,6.13,Chile,Wheat,57658
6491,2011,1522.0,9830.72,13.25,Chile,Maize,119978
6492,2011,1522.0,9830.72,6.27,Chile,Maize,119978
6493,2011,1522.0,9830.72,13.25,Chile,Potatoes,312460
6494,2011,1522.0,9830.72,6.27,Chile,Potatoes,312460
6495,2011,1522.0,9830.72,13.25,Chile,"Rice, paddy",51899
6496,2011,1522.0,9830.72,6.27,Chile,"Rice, paddy",51899
6497,2011,1522.0,9830.72,13.25,Chile,Sweet potatoes,99022
6498,2011,1522.0,9830.72,6.27,Chile,Sweet potatoes,99022
6499,2011,1522.0,9830.72,13.25,Chile,Wheat,58060
6500,2011,1522.0,9830.72,6.27,Chile,Wheat,58060
6501,2012,1522.0,9830.72,13.48,Chile,Maize,107224
6502,2012,1522.0,9830.72,6.82,Chile,Maize,107224
6503,2012,1522.0,9830.72,13.48,Chile,Potatoes,263269
6504,2012,1522.0,9830.72,6.82,Chile,Potatoes,263269
6505,2012,1522.0,9830.72,13.48,Chile,"Rice, paddy",62435
6506,2012,1522.0,9830.72,6.82,Chile,"Rice, paddy",62435
6507,2012,1522.0,9830.72,13.48,Chile,Sweet potatoes,107692
6508,2012,1522.0,9830.72,6.82,Chile,Sweet potatoes,107692
6509,2012,1522.0,9830.72,13.48,Chile,Wheat,49468
6510,2012,1522.0,9830.72,6.82,Chile,Wheat,49468
6511,2013,1522.0,9830.72,13.07,Chile,Maize,106321
6512,2013,1522.0,9830.72,5.94,Chile,Maize,106321
